,year,value,name,icon
0,1930,0,Algeria,algeria.svg.png
1,1934,0,Algeria,algeria.svg.png
2,1938,0,Algeria,algeria.svg.png
3,1950,0,Algeria,algeria.svg.png
4,1954,0,Algeria,algeria.svg.png
5,1958,0,Algeria,algeria.svg.png
6,1962,0,Algeria,algeria.svg.png
7,1966,0,Algeria,algeria.svg.png
8,1970,0,Algeria,algeria.svg.png
9,1974,0,Algeria,algeria.svg.png
10,1978,0,Algeria,algeria.svg.png
11,1982,5,Algeria,algeria.svg.png
12,1986,6,Algeria,algeria.svg.png
13,1990,6,Algeria,algeria.svg.png
14,1994,6,Algeria,algeria.svg.png
15,1998,6,Algeria,algeria.svg.png
16,2002,6,Algeria,algeria.svg.png
17,2006,6,Algeria,algeria.svg.png
18,2010,6,Algeria,algeria.svg.png
19,2014,13,Algeria,algeria.svg.png
20,2018,13,Algeria,algeria.svg.png
21,1930,0,Angola,angola.svg.png
22,1934,0,Angola,angola.svg.png
23,1938,0,Angola,angola.svg.png
24,1950,0,Angola,angola.svg.png
25,1954,0,Angola,angola.svg.png
26,1958,0,Angola,angola.svg.png
27,1962,0,Angola,angola.svg.png
28,1966,0,Angola,angola.svg.png
29,1970,0,Angola,angola.svg.png
30,1974,0,Angola,angola.svg.png
31,1978,0,Angola,angola.svg.png
32,1982,0,Angola,angola.svg.png
33,1986,0,Angola,angola.svg.png
34,1990,0,Angola,angola.svg.png
35,1994,0,Angola,angola.svg.png
36,1998,0,Angola,angola.svg.png
37,2002,0,Angola,angola.svg.png
38,2006,1,Angola,angola.svg.png
39,2010,1,Angola,angola.svg.png
40,2014,1,Angola,angola.svg.png
41,2018,1,Angola,angola.svg.png
42,1930,18,Argentina,argentina.svg.png
43,1934,20,Argentina,argentina.svg.png
44,1938,20,Argentina,argentina.svg.png
45,1950,20,Argentina,argentina.svg.png
46,1954,20,Argentina,argentina.svg.png
47,1958,25,Argentina,argentina.svg.png
48,1962,27,Argentina,argentina.svg.png
49,1966,31,Argentina,argentina.svg.png
50,1970,31,Argentina,argentina.svg.png
51,1974,40,Argentina,argentina.svg.png
52,1978,55,Argentina,argentina.svg.png
53,1982,63,Argentina,argentina.svg.png
54,1986,77,Argentina,argentina.svg.png
55,1990,82,Argentina,argentina.svg.png
56,1994,90,Argentina,argentina.svg.png
57,1998,100,Argentina,argentina.svg.png
58,2002,102,Argentina,argentina.svg.png
59,2006,113,Argentina,argentina.svg.png
60,2010,123,Argentina,argentina.svg.png
61,2014,131,Argentina,argentina.svg.png
62,2018,137,Argentina,argentina.svg.png
63,1930,0,Australia,australia.svg.png
64,1934,0,Australia,australia.svg.png
65,1938,0,Australia,australia.svg.png
66,1950,0,Australia,australia.svg.png
67,1954,0,Australia,australia.svg.png
68,1958,0,Australia,australia.svg.png
69,1962,0,Australia,australia.svg.png
70,1966,0,Australia,australia.svg.png
71,1970,0,Australia,australia.svg.png
72,1974,0,Australia,australia.svg.png
73,1978,0,Australia,australia.svg.png
74,1982,0,Australia,australia.svg.png
75,1986,0,Australia,australia.svg.png
76,1990,0,Australia,australia.svg.png
77,1994,0,Australia,australia.svg.png
78,1998,0,Australia,australia.svg.png
79,2002,0,Australia,australia.svg.png
80,2006,5,Australia,australia.svg.png
81,2010,8,Australia,australia.svg.png
82,2014,11,Australia,australia.svg.png
83,2018,13,Australia,australia.svg.png
84,1930,0,Austria,austria.svg.png
85,1934,7,Austria,austria.svg.png
86,1938,7,Austria,austria.svg.png
87,1950,7,Austria,austria.svg.png
88,1954,24,Austria,austria.svg.png
89,1958,26,Austria,austria.svg.png
90,1962,26,Austria,austria.svg.png
91,1966,26,Austria,austria.svg.png
92,1970,26,Austria,austria.svg.png
93,1974,26,Austria,austria.svg.png
94,1978,33,Austria,austria.svg.png
95,1982,38,Austria,austria.svg.png
96,1986,38,Austria,austria.svg.png
97,1990,40,Austria,austria.svg.png
98,1994,40,Austria,austria.svg.png
99,1998,43,Austria,austria.svg.png
100,2002,43,Austria,austria.svg.png
101,2006,43,Austria,austria.svg.png
102,2010,43,Austria,austria.svg.png
103,2014,43,Austria,austria.svg.png
104,2018,43,Austria,austria.svg.png
105,1930,0,Belgium,belgium.svg.png
106,1934,2,Belgium,belgium.svg.png
107,1938,3,Belgium,belgium.svg.png
108,1950,3,Belgium,belgium.svg.png
109,1954,8,Belgium,belgium.svg.png
110,1958,8,Belgium,belgium.svg.png
111,1962,8,Belgium,belgium.svg.png
112,1966,8,Belgium,belgium.svg.png
113,1970,12,Belgium,belgium.svg.png
114,1974,12,Belgium,belgium.svg.png
115,1978,12,Belgium,belgium.svg.png
116,1982,15,Belgium,belgium.svg.png
117,1986,27,Belgium,belgium.svg.png
118,1990,33,Belgium,belgium.svg.png
119,1994,37,Belgium,belgium.svg.png
120,1998,40,Belgium,belgium.svg.png
121,2002,46,Belgium,belgium.svg.png
122,2006,46,Belgium,belgium.svg.png
123,2010,46,Belgium,belgium.svg.png
124,2014,52,Belgium,belgium.svg.png
125,2018,68,Belgium,belgium.svg.png
126,1930,0,Bolivia,bolivia.svg.png
127,1934,0,Bolivia,bolivia.svg.png
128,1938,0,Bolivia,bolivia.svg.png
129,1950,0,Bolivia,bolivia.svg.png
130,1954,0,Bolivia,bolivia.svg.png
131,1958,0,Bolivia,bolivia.svg.png
132,1962,0,Bolivia,bolivia.svg.png
133,1966,0,Bolivia,bolivia.svg.png
134,1970,0,Bolivia,bolivia.svg.png
135,1974,0,Bolivia,bolivia.svg.png
136,1978,0,Bolivia,bolivia.svg.png
137,1982,0,Bolivia,bolivia.svg.png
138,1986,0,Bolivia,bolivia.svg.png
139,1990,0,Bolivia,bolivia.svg.png
140,1994,1,Bolivia,bolivia.svg.png
141,1998,1,Bolivia,bolivia.svg.png
142,2002,1,Bolivia,bolivia.svg.png
143,2006,1,Bolivia,bolivia.svg.png
144,2010,1,Bolivia,bolivia.svg.png
145,2014,1,Bolivia,bolivia.svg.png
146,2018,1,Bolivia,bolivia.svg.png
147,1930,0,Bosnia and Herzegovina,bosnia_and_herzegovina.svg.png
148,1934,0,Bosnia and Herzegovina,bosnia_and_herzegovina.svg.png
149,1938,0,Bosnia and Herzegovina,bosnia_and_herzegovina.svg.png
150,1950,0,Bosnia and Herzegovina,bosnia_and_herzegovina.svg.png
151,1954,0,Bosnia and Herzegovina,bosnia_and_herzegovina.svg.png
152,1958,0,Bosnia and Herzegovina,bosnia_and_herzegovina.svg.png
153,1962,0,Bosnia and Herzegovina,bosnia_and_herzegovina.svg.png
154,1966,0,Bosnia and Herzegovina,bosnia_and_herzegovina.svg.png
155,1970,0,Bosnia and Herzegovina,bosnia_and_herzegovina.svg.png
156,1974,0,Bosnia and Herzegovina,bosnia_and_herzegovina.svg.png
157,1978,0,Bosnia and Herzegovina,bosnia_and_herzegovina.svg.png
158,1982,0,Bosnia and Herzegovina,bosnia_and_herzegovina.svg.png
159,1986,0,Bosnia and Herzegovina,bosnia_and_herzegovina.svg.png
160,1990,0,Bosnia and Herzegovina,bosnia_and_herzegovina.svg.png
161,1994,0,Bosnia and Herzegovina,bosnia_and_herzegovina.svg.png
162,1998,0,Bosnia and Herzegovina,bosnia_and_herzegovina.svg.png
163,2002,0,Bosnia and Herzegovina,bosnia_and_herzegovina.svg.png
164,2006,0,Bosnia and Herzegovina,bosnia_and_herzegovina.svg.png
165,2010,0,Bosnia and Herzegovina,bosnia_and_herzegovina.svg.png
166,2014,4,Bosnia and Herzegovina,bosnia_and_herzegovina.svg.png
167,2018,4,Bosnia and Herzegovina,bosnia_and_herzegovina.svg.png
168,1930,5,Brazil,brazil.svg.png
169,1934,6,Brazil,brazil.svg.png
170,1938,20,Brazil,brazil.svg.png
171,1950,42,Brazil,brazil.svg.png
172,1954,50,Brazil,brazil.svg.png
173,1958,66,Brazil,brazil.svg.png
174,1962,80,Brazil,brazil.svg.png
175,1966,84,Brazil,brazil.svg.png
176,1970,103,Brazil,brazil.svg.png
177,1974,109,Brazil,brazil.svg.png
178,1978,119,Brazil,brazil.svg.png
179,1982,134,Brazil,brazil.svg.png
180,1986,144,Brazil,brazil.svg.png
181,1990,148,Brazil,brazil.svg.png
182,1994,159,Brazil,brazil.svg.png
183,1998,173,Brazil,brazil.svg.png
184,2002,191,Brazil,brazil.svg.png
185,2006,201,Brazil,brazil.svg.png
186,2010,210,Brazil,brazil.svg.png
187,2014,221,Brazil,brazil.svg.png
188,2018,229,Brazil,brazil.svg.png
189,1930,0,Bulgaria,bulgaria.svg.png
190,1934,0,Bulgaria,bulgaria.svg.png
191,1938,0,Bulgaria,bulgaria.svg.png
192,1950,0,Bulgaria,bulgaria.svg.png
193,1954,0,Bulgaria,bulgaria.svg.png
194,1958,0,Bulgaria,bulgaria.svg.png
195,1962,1,Bulgaria,bulgaria.svg.png
196,1966,2,Bulgaria,bulgaria.svg.png
197,1970,7,Bulgaria,bulgaria.svg.png
198,1974,9,Bulgaria,bulgaria.svg.png
199,1978,9,Bulgaria,bulgaria.svg.png
200,1982,9,Bulgaria,bulgaria.svg.png
201,1986,11,Bulgaria,bulgaria.svg.png
202,1990,11,Bulgaria,bulgaria.svg.png
203,1994,21,Bulgaria,bulgaria.svg.png
204,1998,22,Bulgaria,bulgaria.svg.png
205,2002,22,Bulgaria,bulgaria.svg.png
206,2006,22,Bulgaria,bulgaria.svg.png
207,2010,22,Bulgaria,bulgaria.svg.png
208,2014,22,Bulgaria,bulgaria.svg.png
209,2018,22,Bulgaria,bulgaria.svg.png
210,1930,0,Cameroon,cameroon.svg.png
211,1934,0,Cameroon,cameroon.svg.png
212,1938,0,Cameroon,cameroon.svg.png
213,1950,0,Cameroon,cameroon.svg.png
214,1954,0,Cameroon,cameroon.svg.png
215,1958,0,Cameroon,cameroon.svg.png
216,1962,0,Cameroon,cameroon.svg.png
217,1966,0,Cameroon,cameroon.svg.png
218,1970,0,Cameroon,cameroon.svg.png
219,1974,0,Cameroon,cameroon.svg.png
220,1978,0,Cameroon,cameroon.svg.png
221,1982,1,Cameroon,cameroon.svg.png
222,1986,1,Cameroon,cameroon.svg.png
223,1990,8,Cameroon,cameroon.svg.png
224,1994,11,Cameroon,cameroon.svg.png
225,1998,13,Cameroon,cameroon.svg.png
226,2002,15,Cameroon,cameroon.svg.png
227,2006,15,Cameroon,cameroon.svg.png
228,2010,17,Cameroon,cameroon.svg.png
229,2014,18,Cameroon,cameroon.svg.png
230,2018,18,Cameroon,cameroon.svg.png
231,1930,0,Canada,canada.svg.png
232,1934,0,Canada,canada.svg.png
233,1938,0,Canada,canada.svg.png
234,1950,0,Canada,canada.svg.png
235,1954,0,Canada,canada.svg.png
236,1958,0,Canada,canada.svg.png
237,1962,0,Canada,canada.svg.png
238,1966,0,Canada,canada.svg.png
239,1970,0,Canada,canada.svg.png
240,1974,0,Canada,canada.svg.png
241,1978,0,Canada,canada.svg.png
242,1982,0,Canada,canada.svg.png
243,1986,0,Canada,canada.svg.png
244,1990,0,Canada,canada.svg.png
245,1994,0,Canada,canada.svg.png
246,1998,0,Canada,canada.svg.png
247,2002,0,Canada,canada.svg.png
248,2006,0,Canada,canada.svg.png
249,2010,0,Canada,canada.svg.png
250,2014,0,Canada,canada.svg.png
251,2018,0,Canada,canada.svg.png
252,1930,5,Chile,chile.svg.png
253,1934,5,Chile,chile.svg.png
254,1938,5,Chile,chile.svg.png
255,1950,10,Chile,chile.svg.png
256,1954,10,Chile,chile.svg.png
257,1958,10,Chile,chile.svg.png
258,1962,20,Chile,chile.svg.png
259,1966,22,Chile,chile.svg.png
260,1970,22,Chile,chile.svg.png
261,1974,23,Chile,chile.svg.png
262,1978,23,Chile,chile.svg.png
263,1982,26,Chile,chile.svg.png
264,1986,26,Chile,chile.svg.png
265,1990,26,Chile,chile.svg.png
266,1994,26,Chile,chile.svg.png
267,1998,31,Chile,chile.svg.png
268,2002,31,Chile,chile.svg.png
269,2006,31,Chile,chile.svg.png
270,2010,34,Chile,chile.svg.png
271,2014,40,Chile,chile.svg.png
272,2018,40,Chile,chile.svg.png
273,1930,0,China PR,china_pr.svg.png
274,1934,0,China PR,china_pr.svg.png
275,1938,0,China PR,china_pr.svg.png
276,1950,0,China PR,china_pr.svg.png
277,1954,0,China PR,china_pr.svg.png
278,1958,0,China PR,china_pr.svg.png
279,1962,0,China PR,china_pr.svg.png
280,1966,0,China PR,china_pr.svg.png
281,1970,0,China PR,china_pr.svg.png
282,1974,0,China PR,china_pr.svg.png
283,1978,0,China PR,china_pr.svg.png
284,1982,0,China PR,china_pr.svg.png
285,1986,0,China PR,china_pr.svg.png
286,1990,0,China PR,china_pr.svg.png
287,1994,0,China PR,china_pr.svg.png
288,1998,0,China PR,china_pr.svg.png
289,2002,0,China PR,china_pr.svg.png
290,2006,0,China PR,china_pr.svg.png
291,2010,0,China PR,china_pr.svg.png
292,2014,0,China PR,china_pr.svg.png
293,2018,0,China PR,china_pr.svg.png
294,1930,0,Colombia,colombia.svg.png
295,1934,0,Colombia,colombia.svg.png
296,1938,0,Colombia,colombia.svg.png
297,1950,0,Colombia,colombia.svg.png
298,1954,0,Colombia,colombia.svg.png
299,1958,0,Colombia,colombia.svg.png
300,1962,5,Colombia,colombia.svg.png
301,1966,5,Colombia,colombia.svg.png
302,1970,5,Colombia,colombia.svg.png
303,1974,5,Colombia,colombia.svg.png
304,1978,5,Colombia,colombia.svg.png
305,1982,5,Colombia,colombia.svg.png
306,1986,5,Colombia,colombia.svg.png
307,1990,9,Colombia,colombia.svg.png
308,1994,13,Colombia,colombia.svg.png
309,1998,14,Colombia,colombia.svg.png
310,2002,14,Colombia,colombia.svg.png
311,2006,14,Colombia,colombia.svg.png
312,2010,14,Colombia,colombia.svg.png
313,2014,26,Colombia,colombia.svg.png
314,2018,32,Colombia,colombia.svg.png
315,1930,0,Costa Rica,costa_rica.svg.png
316,1934,0,Costa Rica,costa_rica.svg.png
317,1938,0,Costa Rica,costa_rica.svg.png
318,1950,0,Costa Rica,costa_rica.svg.png
319,1954,0,Costa Rica,costa_rica.svg.png
320,1958,0,Costa Rica,costa_rica.svg.png
321,1962,0,Costa Rica,costa_rica.svg.png
322,1966,0,Costa Rica,costa_rica.svg.png
323,1970,0,Costa Rica,costa_rica.svg.png
324,1974,0,Costa Rica,costa_rica.svg.png
325,1978,0,Costa Rica,costa_rica.svg.png
326,1982,0,Costa Rica,costa_rica.svg.png
327,1986,0,Costa Rica,costa_rica.svg.png
328,1990,4,Costa Rica,costa_rica.svg.png
329,1994,4,Costa Rica,costa_rica.svg.png
330,1998,4,Costa Rica,costa_rica.svg.png
331,2002,9,Costa Rica,costa_rica.svg.png
332,2006,12,Costa Rica,costa_rica.svg.png
333,2010,12,Costa Rica,costa_rica.svg.png
334,2014,17,Costa Rica,costa_rica.svg.png
335,2018,19,Costa Rica,costa_rica.svg.png
336,1930,0,Croatia,croatia.svg.png
337,1934,0,Croatia,croatia.svg.png
338,1938,0,Croatia,croatia.svg.png
339,1950,0,Croatia,croatia.svg.png
340,1954,0,Croatia,croatia.svg.png
341,1958,0,Croatia,croatia.svg.png
342,1962,0,Croatia,croatia.svg.png
343,1966,0,Croatia,croatia.svg.png
344,1970,0,Croatia,croatia.svg.png
345,1974,0,Croatia,croatia.svg.png
346,1978,0,Croatia,croatia.svg.png
347,1982,0,Croatia,croatia.svg.png
348,1986,0,Croatia,croatia.svg.png
349,1990,0,Croatia,croatia.svg.png
350,1994,0,Croatia,croatia.svg.png
351,1998,11,Croatia,croatia.svg.png
352,2002,13,Croatia,croatia.svg.png
353,2006,15,Croatia,croatia.svg.png
354,2010,15,Croatia,croatia.svg.png
355,2014,21,Croatia,croatia.svg.png
356,2018,35,Croatia,croatia.svg.png
357,1930,0,Cuba,cuba.svg.png
358,1934,0,Cuba,cuba.svg.png
359,1938,5,Cuba,cuba.svg.png
360,1950,5,Cuba,cuba.svg.png
361,1954,5,Cuba,cuba.svg.png
362,1958,5,Cuba,cuba.svg.png
363,1962,5,Cuba,cuba.svg.png
364,1966,5,Cuba,cuba.svg.png
365,1970,5,Cuba,cuba.svg.png
366,1974,5,Cuba,cuba.svg.png
367,1978,5,Cuba,cuba.svg.png
368,1982,5,Cuba,cuba.svg.png
369,1986,5,Cuba,cuba.svg.png
370,1990,5,Cuba,cuba.svg.png
371,1994,5,Cuba,cuba.svg.png
372,1998,5,Cuba,cuba.svg.png
373,2002,5,Cuba,cuba.svg.png
374,2006,5,Cuba,cuba.svg.png
375,2010,5,Cuba,cuba.svg.png
376,2014,5,Cuba,cuba.svg.png
377,2018,5,Cuba,cuba.svg.png
378,1930,0,Czech Republic,czech_republic.svg.png
379,1934,0,Czech Republic,czech_republic.svg.png
380,1938,0,Czech Republic,czech_republic.svg.png
381,1950,0,Czech Republic,czech_republic.svg.png
382,1954,0,Czech Republic,czech_republic.svg.png
383,1958,0,Czech Republic,czech_republic.svg.png
384,1962,0,Czech Republic,czech_republic.svg.png
385,1966,0,Czech Republic,czech_republic.svg.png
386,1970,0,Czech Republic,czech_republic.svg.png
387,1974,0,Czech Republic,czech_republic.svg.png
388,1978,0,Czech Republic,czech_republic.svg.png
389,1982,0,Czech Republic,czech_republic.svg.png
390,1986,0,Czech Republic,czech_republic.svg.png
391,1990,0,Czech Republic,czech_republic.svg.png
392,1994,0,Czech Republic,czech_republic.svg.png
393,1998,0,Czech Republic,czech_republic.svg.png
394,2002,0,Czech Republic,czech_republic.svg.png
395,2006,3,Czech Republic,czech_republic.svg.png
396,2010,3,Czech Republic,czech_republic.svg.png
397,2014,3,Czech Republic,czech_republic.svg.png
398,2018,3,Czech Republic,czech_republic.svg.png
399,1930,0,Czechoslovakia,czechoslovakia.svg.png
400,1934,9,Czechoslovakia,czechoslovakia.svg.png
401,1938,14,Czechoslovakia,czechoslovakia.svg.png
402,1950,14,Czechoslovakia,czechoslovakia.svg.png
403,1954,14,Czechoslovakia,czechoslovakia.svg.png
404,1958,23,Czechoslovakia,czechoslovakia.svg.png
405,1962,30,Czechoslovakia,czechoslovakia.svg.png
406,1966,30,Czechoslovakia,czechoslovakia.svg.png
407,1970,32,Czechoslovakia,czechoslovakia.svg.png
408,1974,32,Czechoslovakia,czechoslovakia.svg.png
409,1978,32,Czechoslovakia,czechoslovakia.svg.png
410,1982,34,Czechoslovakia,czechoslovakia.svg.png
411,1986,34,Czechoslovakia,czechoslovakia.svg.png
412,1990,44,Czechoslovakia,czechoslovakia.svg.png
413,1994,44,Czechoslovakia,czechoslovakia.svg.png
414,1998,44,Czechoslovakia,czechoslovakia.svg.png
415,2002,44,Czechoslovakia,czechoslovakia.svg.png
416,2006,44,Czechoslovakia,czechoslovakia.svg.png
417,2010,44,Czechoslovakia,czechoslovakia.svg.png
418,2014,44,Czechoslovakia,czechoslovakia.svg.png
419,2018,44,Czechoslovakia,czechoslovakia.svg.png
420,1930,0,DR Congo,dr_congo.svg.png
421,1934,0,DR Congo,dr_congo.svg.png
422,1938,0,DR Congo,dr_congo.svg.png
423,1950,0,DR Congo,dr_congo.svg.png
424,1954,0,DR Congo,dr_congo.svg.png
425,1958,0,DR Congo,dr_congo.svg.png
426,1962,0,DR Congo,dr_congo.svg.png
427,1966,0,DR Congo,dr_congo.svg.png
428,1970,0,DR Congo,dr_congo.svg.png
429,1974,0,DR Congo,dr_congo.svg.png
430,1978,0,DR Congo,dr_congo.svg.png
431,1982,0,DR Congo,dr_congo.svg.png
432,1986,0,DR Congo,dr_congo.svg.png
433,1990,0,DR Congo,dr_congo.svg.png
434,1994,0,DR Congo,dr_congo.svg.png
435,1998,0,DR Congo,dr_congo.svg.png
436,2002,0,DR Congo,dr_congo.svg.png
437,2006,0,DR Congo,dr_congo.svg.png
438,2010,0,DR Congo,dr_congo.svg.png
439,2014,0,DR Congo,dr_congo.svg.png
440,2018,0,DR Congo,dr_congo.svg.png
441,1930,0,Denmark,denmark.svg.png
442,1934,0,Denmark,denmark.svg.png
443,1938,0,Denmark,denmark.svg.png
444,1950,0,Denmark,denmark.svg.png
445,1954,0,Denmark,denmark.svg.png
446,1958,0,Denmark,denmark.svg.png
447,1962,0,Denmark,denmark.svg.png
448,1966,0,Denmark,denmark.svg.png
449,1970,0,Denmark,denmark.svg.png
450,1974,0,Denmark,denmark.svg.png
451,1978,0,Denmark,denmark.svg.png
452,1982,0,Denmark,denmark.svg.png
453,1986,10,Denmark,denmark.svg.png
454,1990,10,Denmark,denmark.svg.png
455,1994,10,Denmark,denmark.svg.png
456,1998,19,Denmark,denmark.svg.png
457,2002,24,Denmark,denmark.svg.png
458,2006,24,Denmark,denmark.svg.png
459,2010,27,Denmark,denmark.svg.png
460,2014,27,Denmark,denmark.svg.png
461,2018,30,Denmark,denmark.svg.png
462,1930,0,East Germany,east_germany.svg.png
463,1934,0,East Germany,east_germany.svg.png
464,1938,0,East Germany,east_germany.svg.png
465,1950,0,East Germany,east_germany.svg.png
466,1954,0,East Germany,east_germany.svg.png
467,1958,0,East Germany,east_germany.svg.png
468,1962,0,East Germany,east_germany.svg.png
469,1966,0,East Germany,east_germany.svg.png
470,1970,0,East Germany,east_germany.svg.png
471,1974,5,East Germany,east_germany.svg.png
472,1978,5,East Germany,east_germany.svg.png
473,1982,5,East Germany,east_germany.svg.png
474,1986,5,East Germany,east_germany.svg.png
475,1990,5,East Germany,east_germany.svg.png
476,1994,5,East Germany,east_germany.svg.png
477,1998,5,East Germany,east_germany.svg.png
478,2002,5,East Germany,east_germany.svg.png
479,2006,5,East Germany,east_germany.svg.png
480,2010,5,East Germany,east_germany.svg.png
481,2014,5,East Germany,east_germany.svg.png
482,2018,5,East Germany,east_germany.svg.png
483,1930,0,Ecuador,ecuador.svg.png
484,1934,0,Ecuador,ecuador.svg.png
485,1938,0,Ecuador,ecuador.svg.png
486,1950,0,Ecuador,ecuador.svg.png
487,1954,0,Ecuador,ecuador.svg.png
488,1958,0,Ecuador,ecuador.svg.png
489,1962,0,Ecuador,ecuador.svg.png
490,1966,0,Ecuador,ecuador.svg.png
491,1970,0,Ecuador,ecuador.svg.png
492,1974,0,Ecuador,ecuador.svg.png
493,1978,0,Ecuador,ecuador.svg.png
494,1982,0,Ecuador,ecuador.svg.png
495,1986,0,Ecuador,ecuador.svg.png
496,1990,0,Ecuador,ecuador.svg.png
497,1994,0,Ecuador,ecuador.svg.png
498,1998,0,Ecuador,ecuador.svg.png
499,2002,2,Ecuador,ecuador.svg.png
500,2006,7,Ecuador,ecuador.svg.png
501,2010,7,Ecuador,ecuador.svg.png
502,2014,10,Ecuador,ecuador.svg.png
503,2018,10,Ecuador,ecuador.svg.png
504,1930,0,Egypt,egypt.svg.png
505,1934,2,Egypt,egypt.svg.png
506,1938,2,Egypt,egypt.svg.png
507,1950,2,Egypt,egypt.svg.png
508,1954,2,Egypt,egypt.svg.png
509,1958,2,Egypt,egypt.svg.png
510,1962,2,Egypt,egypt.svg.png
511,1966,2,Egypt,egypt.svg.png
512,1970,2,Egypt,egypt.svg.png
513,1974,2,Egypt,egypt.svg.png
514,1978,2,Egypt,egypt.svg.png
515,1982,2,Egypt,egypt.svg.png
516,1986,2,Egypt,egypt.svg.png
517,1990,3,Egypt,egypt.svg.png
518,1994,3,Egypt,egypt.svg.png
519,1998,3,Egypt,egypt.svg.png
520,2002,3,Egypt,egypt.svg.png
521,2006,3,Egypt,egypt.svg.png
522,2010,3,Egypt,egypt.svg.png
523,2014,3,Egypt,egypt.svg.png
524,2018,5,Egypt,egypt.svg.png
525,1930,0,El Salvador,el_salvador.svg.png
526,1934,0,El Salvador,el_salvador.svg.png
527,1938,0,El Salvador,el_salvador.svg.png
528,1950,0,El Salvador,el_salvador.svg.png
529,1954,0,El Salvador,el_salvador.svg.png
530,1958,0,El Salvador,el_salvador.svg.png
531,1962,0,El Salvador,el_salvador.svg.png
532,1966,0,El Salvador,el_salvador.svg.png
533,1970,0,El Salvador,el_salvador.svg.png
534,1974,0,El Salvador,el_salvador.svg.png
535,1978,0,El Salvador,el_salvador.svg.png
536,1982,1,El Salvador,el_salvador.svg.png
537,1986,1,El Salvador,el_salvador.svg.png
538,1990,1,El Salvador,el_salvador.svg.png
539,1994,1,El Salvador,el_salvador.svg.png
540,1998,1,El Salvador,el_salvador.svg.png
541,2002,1,El Salvador,el_salvador.svg.png
542,2006,1,El Salvador,el_salvador.svg.png
543,2010,1,El Salvador,el_salvador.svg.png
544,2014,1,El Salvador,el_salvador.svg.png
545,2018,1,El Salvador,el_salvador.svg.png
546,1930,0,England,england.svg.png
547,1934,0,England,england.svg.png
548,1938,0,England,england.svg.png
549,1950,2,England,england.svg.png
550,1954,10,England,england.svg.png
551,1958,14,England,england.svg.png
552,1962,19,England,england.svg.png
553,1966,30,England,england.svg.png
554,1970,34,England,england.svg.png
555,1974,34,England,england.svg.png
556,1978,34,England,england.svg.png
557,1982,40,England,england.svg.png
558,1986,47,England,england.svg.png
559,1990,55,England,england.svg.png
560,1994,55,England,england.svg.png
561,1998,62,England,england.svg.png
562,2002,68,England,england.svg.png
563,2006,74,England,england.svg.png
564,2010,77,England,england.svg.png
565,2014,79,England,england.svg.png
566,2018,91,England,england.svg.png
567,1930,4,France,france.svg.png
568,1934,6,France,france.svg.png
569,1938,10,France,france.svg.png
570,1950,10,France,france.svg.png
571,1954,13,France,france.svg.png
572,1958,36,France,france.svg.png
573,1962,36,France,france.svg.png
574,1966,38,France,france.svg.png
575,1970,38,France,france.svg.png
576,1974,38,France,france.svg.png
